,Category,Name,Phone,Additional Phones,Google Maps URL,Website,Emails,Instagram,Facebook,YouTube,LinkedIn,Twitter,Business Status,Address,Total Reviews,Booking Links,Rating,Hours,Tech Domin
27,Software company,VoiceOwl Bot Private Limited,nan,,https://www.google.com/maps/place/VoiceOwl+Bot+Private+Limited/data=!4m7!3m6!1s0x41797fffd930fd8d:0xb687cb2538415020!8m2!3d22.7143823!4d75.884293!16s%2Fg%2F11vrd2mrdr!19sChIJjf0w2f9_eUERIFBBOCXLh7Y?authuser=0&hl=en&rclk=1,https://voiceowl.ai/,"'Asset-28@3x-300x150.png', 'Asset-28@3x.png'",'https://www.instagram.com/voiceowl.ai/',,,'https://www.linkedin.com/company/voiceowlai/','https://twitter.com/voiceowl_ai',Closed⋅ Opens 10 am Mon,"Building AICTSL, Bus Campus, 2nd Floor , ICCC Smart City, Near Suyash Hospital, Indore, Madhya Pradesh 452001",2.0,nan,5.0,Friday10 am–7 pmSaturdayClosedSundayClosedMonday10 am–7 pmTuesday10 am–7 pmWednesday10 am–7 pmThursday10 am–7 pmSuggest new hours,Other
28,Software company,Canopus Infosystems Private Limited,0731 255 1963,"'1695030004', '2077778891', '1591765682', '5699894936', '1695021369', '1739784019', '206477007748', '7777889145', '1739354008', '6477007748', '1695021858', '1695713076', '207777889145', '1695022090', '+16477007748', '+917777889137', '1999999999', '2098949360', '1712748642', '+917777889145', '1695713075', '7777889137', '1591765682288', '159176568228', '1728459317'",https://www.canopusinfosystems.com/contact-us/,https://www.canopusinfosystems.com/,,,'https://www.facebook.com/canopusinfosystems/',,,'https://twitter.com/canopusInfosys',Closes soon⋅ 7:30 pm ⋅ Opens 10:30 am Mon,"8th floor (808, skye corporate park, 105, AB Rd, Sector C, Slice 5, Part II, Shalimar Township, Indore, Madhya Pradesh 452010",200.0,nan,4.1,Friday10:30 am–7:30 pmSaturdayClosedSundayClosedMonday10:30 am–7:30 pmTuesday10:30 am–7:30 pmWednesday10:30 am–7:30 pmThursday10:30 am–7:30 pmSuggest new hours,Other
29,Computer store,AVM Infotech (India) Private Limited | Smartboard | Interactive Panel | Robotics Lab |,0731 407 6490,"'3958874415368', '1697903254', '4533841051', '023822105035', '1640000001', '685370932672', '1697903202', '0235092801', '758729867747', '1697903202606', '30060132834', '3958874415', '169790320260', '9188151122', '94533841051', '36800238221', '3006013283', '218134109003', '7273559272', '6215815419', '227273559272', '36666853709', '4356819747', '6666853709', '1697903254292', '727355927281', '2181341090', '6800238221', '774356819747', '435681974776', '232181341090', '+918815112233', '395887441536', '2655571445', '8729867747', '872986774761', '169790325429'",https://www.google.com/maps/place/AVM+Infotech+%28India%29+Private+Limited+%7C+Smartboard+%7C+Interactive+Panel+%7C+Robotics+Lab+%7C/data=!4m7!3m6!1s0x3962fd1640000001:0x15f3b2ead2a3b8ea!8m2!3d22.727351!4d75.8755617!16s%2Fg%2F1tk_h33v!19sChIJAQAAQBb9YjkR6rij0uqy8xU?authuser=0&hl=en&rclk=1,https://www.avminfo.in/,'flags@2x.png','https://www.instagram.com/avm_infotech/',"'https://www.facebook.com/avminfo', 'https://www.facebook.com/tr'",'https://www.youtube.com/channel/UCeNccMEGB3xYb6xJVNiUtvw','https://www.linkedin.com/company/27983344','https://twitter.com/EdtechAnand',Closed⋅ Opens 10 am Sat,"Parshwanath Mandir, 25/16, Yeshwant Niwas Rd, opp. Shri Manmohan parshwanath jain temple, Race Course Road, Indore, Madhya Pradesh 452003",75.0,nan,4.9,Friday10 am–6:30 pmSaturday10 am–6:30 pmSundayClosedMonday10 am–6:30 pmTuesday10 am–6:30 pmWednesday10 am–6:30 pmThursday10 am–6:30 pmSuggest new hours,Other
30,Software company,Cadify,nan,,https://cadify.io/,https://cadify.io/,,,,,,,Open 24 hours,"278, PU4, Scheme No. 54, Behind C21 Mall, Vijay Nagar, Indore, Madhya Pradesh 452010",14.0,nan,5.0,FridayOpen 24 hoursSaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursSuggest new hours,Other
31,Software company,ROBOTRONIX ENGINEERING TECH PVT. LTD.,099931 50998,"'9199931509', '+919993150998', '07312970998', '7312970998'",https://www.google.com/maps/place/ROBOTRONIX+ENGINEERING+TECH+PVT.+LTD./data=!4m7!3m6!1s0x3962fce4f782bca5:0xb3fccf1895e43036!8m2!3d22.6871525!4d75.8716518!16s%2Fg%2F124ync2zp!19sChIJpbyC9-T8YjkRNjDklRjP_LM?authuser=0&hl=en&rclk=1,http://www.robotronix.co.in/,,'https://www.instagram.com/robotronixindia/','https://www.facebook.com/inbho/','https://www.youtube.com/channel/UCrsYGH36ulMTDbzRhMvLtJg','https://www.linkedin.com/in/robotronix-india-a7795a68/',"'https://twitter.com/ROBOTRONiX2010', 'https://twitter.com/ROBOTRONiX2010?s=08'",Closed⋅ Opens 10 am Sat,"Atulya IT PARK, 402, Khandwa Rd, opposite to Indian Coffee House, MPIDC, Bhanwar Kuwa, Indore, Madhya Pradesh 452012",2302.0,https://robotronix.co.in/Contact,4.8,Friday10 am–7 pmSaturday10 am–7 pmSundayClosedMonday10 am–7 pmTuesday10 am–7 pmWednesday10 am–7 pmThursday10 am–7 pmSuggest new hours,Other
32,Software company,Carina Softlabs Inc.,091319 58215,"'2162644359', '0178571429', '5962568479', '024762557016', '8962524175', '02162644359', '8072531006', '001081971375', '011652540879', '0138072531006', '1081971375', '0115852520961', '4762557016', '0333333333', '1082541391', '0071428571', '0158962524175', '5852520961', '0211082541391', '1652540879', '0295962568479'",https://carinasoftlabs.com/,http://carinasoftlabs.com/?utm_source=Google&utm_medium=Local&utm_campaign=GMB_Page,,,,,,,Closes soon⋅ 8 pm ⋅ Opens 9 am Mon,"10/2, 2nd Floor, Shree Mahadeo House, near Hotel Surya, Sriram Nagar, South Tukoganj, Indore, Madhya Pradesh 452001",71.0,https://calendly.com/pragatisinghsuman,3.8,Friday9 am–8 pmSaturdayClosedSundayClosedMonday9 am–8 pmTuesday9 am–8 pmWednesday9 am–8 pmThursday9 am–8 pmSuggest new hours,Other
33,Website designer,Ubikon Technologies Pvt Ltd | Website Design & Mobile App Development,062648 18989,,https://www.ubikon.in/,https://www.ubikon.in/,,,,,,,Open 24 hours,"2nd floor,Swaraj Enter Prices,Above Table World,Behind C21,Vijay Nagar, Vijay Nagar Square, Scheme 54 PU4, Indore, Madhya Pradesh 452010",530.0,https://www.picktime.com/04d833c9-cb43-4de5-bb2d-d88289bc528c,5.0,FridayOpen 24 hoursSaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursSuggest new hours,Other
34,Software company,Elicit Digital- mobile app development company | web development | Indore,091115 55876,"'9191115558', '9111555876', '0484562807', '+919111555876', '2890862457', '6031543272'",https://www.google.com/maps/place/Elicit+Digital-+mobile+app+development+company+%7C+web+development+%7C+Indore/data=!4m7!3m6!1s0x3962fd7f61158031:0xdc9339c29ff39ed8!8m2!3d22.7475972!4d75.8962146!16s%2Fg%2F11hdhfdfnq!19sChIJMYAVYX_9YjkR2J7zn8I5k9w?authuser=0&hl=en&rclk=1,http://elicit.digital/,'sales@elicit.digital','https://www.instagram.com/elicit.digital/','https://www.facebook.com/ElicitInfotech',,'https://www.linkedin.com/company/elicit-digital/','https://twitter.com/elicitdigital',Closes soon⋅ 7:30 pm ⋅ Opens 10 am Mon,"Plot No. 345, 346, 3rd floor Above Krozzon Bakery, Scheme 54 PU4, Vijay Nagar, Indore, Madhya Pradesh 452010",50.0,https://www.elicit.digital/,4.7,Friday10 am–7:30 pmSaturdayClosedSundayClosedMonday10 am–7:30 pmTuesday10 am–7:30 pmWednesday10 am–7:30 pmThursday10 am–7:30 pmSuggest new hours,Other
35,Software company,VisionWaves (VWAVES TECHNOLOGIES PRIVATE LIMITED),nan,"'6869706671627', '7034930685', '+17034930685', '60564953494', '69616847716', '+15712422410', '57415645530', '686970667162', '5712422410', '6869706671', '6056495349', '6961684771', '5741564553', '6274296468'",https://visionwaves.com/,https://visionwaves.com/,,,,,,,nan,"6th Floor, C21 Business Park, Ring road, opposite Radisson Hotel, Pushp Vihar Colony, Scheme No 131, Indore, Madhya Pradesh 452010",9.0,nan,4.6,nan,Other
36,Software company,Bitvivid Solutions Pvt Ltd,+1 425-410-8541,"'1731174113', '1731218535', '+918103682776', '1731172928462', '173117292846', '173121853599', '1731172928', '4254108541', '1731218535997', '173117411386', '+14254108541', '1731174113866', '8103682776', '1740405861', '1999999999', '1743522553', '1743522551', '1743523652', '1736931972'","https://www.google.com/maps/place/Bitvivid+Solutions+Pvt+Ltd/@22.7548029,75.8668937,17z/data=!3m1!4b1!4m6!3m5!1s0x396303eceab33621:0xd974504edcd34e30!8m2!3d22.7548029!4d75.8668937!16s%2Fg%2F11fpq2sw_s?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQwOC4wIKXMDSoJLDEwMjExNDU1SAFQAw%3D%3D",https://bitvividsolutions.com/,'ai@bitvividsolutions.com','https://www.instagram.com/videoanalyticsstartup/','https://www.facebook.com/bitvividsolutions',,'https://www.linkedin.com/company/bitvivid-solutions/',,Closed⋅ Opens 9:30 am Mon,"1st Floor, 30-B, Electronic Complex, Pardesipura, Indore, Madhya Pradesh 452003",12.0,nan,5.0,Friday9:30 am–6 pmSaturdayClosedSundayClosedMonday9:30 am–6 pmTuesday9:30 am–6 pmWednesday9:30 am–6 pmThursday9:30 am–6 pmSuggest new hours,Other
37,Software company,Golden Eagle IT Technologies,095843 09000,"'5850597651595', '2137726343', '333333333333', '4145434841', '5850597651', '5253585357515', '8305638249', '9584309000', '4570210879', '1668167520', '3474801113', '5253585357', '222129282328', '53457651595', '166666666667', '7987585868', '5345765159', '+12137726343', '+919584309000', '8358947330', '41454348410', '3333333333', '+12233380230', '2233380230', '6666666667', '525358535751', '585059765159', '+13474801113', '2221292823', '2221292823282'",https://www.google.com/maps/place/Golden+Eagle+IT+Technologies/data=!4m7!3m6!1s0x3962e2c99432dc5b:0x856ffb203358138!8m2!3d22.7172371!4d75.8985295!16s%2Fg%2F11bt_jy3by!19sChIJW9wylMniYjkROIE1A7L_Vgg?authuser=0&hl=en&rclk=1,https://goldeneagle.ai/,"'info@goldeneagle.ai', 'sales@goldeneagle.ai'","'https://www.instagram.com/golden_eagle_technologies', 'https://instagram.com/golden_eagle_technologies', 'https://instagram.com/golden_eagle_technologies?igshid=YmMyMTA2M2Y='","'https://www.facebook.com/geitpltech', 'https://facebook.com/geitpltech'","'https://www.youtube.com/watch', 'https://www.youtube.com/watch?v=3haPBQQ-5_c'","'https://www.linkedin.com/in/dharmendra-chouhan-04a7111b6/', 'https://www.linkedin.com/in/shweta-sharma-3b69b8259/', 'https://www.linkedin.com/company/geitpl/', 'https://www.linkedin.com/in/surbhi-nikam-0190b9203/'",'https://twitter.com/GeitplTech',Open 24 hours,"4th Floor, Plot No. 8, opposite chai coffee, pu4, Vijay Nagar, Indore, Madhya Pradesh 452018",42.0,nan,4.1,FridayOpen 24 hoursSaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursSuggest new hours,Other
38,Software Training Institute,CTL Academy (Coden Technology Learning),089894 52663,,https://www.google.com/maps/place/CTL+Academy+%28Coden+Technology+Learning%29/data=!4m7!3m6!1s0x3962fcfcd6ffffff:0xd0d774caa9fc2cd6!8m2!3d22.6988186!4d75.8646971!16s%2Fg%2F11rv5c9h3y!19sChIJ____1vz8YjkR1iz8qcp019A?authuser=0&hl=en&rclk=1,nan,,,,,,,Open⋅ Closes 9 pm,"Gold Coin Plaza, Coden Technology Learning (CTL Indore 206, above Union Bank, near Reliance Digital, Tower Square, Indore, Madhya Pradesh 452001",40.0,http://ctl.academy/admissions.html,5.0,Friday11 am–9 pmSaturday11 am–9 pmSundayClosedMonday11 am–9 pmTuesday11 am–9 pmWednesday11 am–9 pmThursday11 am–9 pmSuggest new hours,Other
39,Software company,Synsoft Global,0731 661 2100,"'3035433318', '7625744176', '417672917806', '7625744176729', '425212146041', '4252121460', '53035433318', '+12068091902', '4252121460419', '543995874481', '2068091902', '5439958744816', '5439958744'",https://www.google.com/maps/place/Synsoft+Global/data=!4m7!3m6!1s0x3962fd0db114f33f:0xdcb51ed2e10c8ca4!8m2!3d22.745017!4d75.892277!16s%2Fg%2F1tpb9cv2!19sChIJP_MUsQ39YjkRpIwM4dIetdw?authuser=0&hl=en&rclk=1,https://www.synsoftglobal.com/,"'inquiry@synsoftglobal.com', 'u003einquiry@synsoftglobal.com'",'https://www.instagram.com/synsoft.global/','https://www.facebook.com/SynsoftGlobalTheSolutionProvider',,'https://www.linkedin.com/company/synsoft-global','https://twitter.com/synsoftglobal',Open⋅ Closes 9 pm,"403-404, Airen Heights, PU-14,, Scheme- 54, A. B. Road, Opposite Orbit Mall, Indore, Madhya Pradesh 452010",52.0,nan,4.7,Friday9 am–9 pmSaturdayClosedSundayClosedMonday9 am–9 pmTuesday9 am–9 pmWednesday9 am–9 pmThursday9 am–9 pmSuggest new hours,Other
40,Software company,JC Ventures,0731 244 1000,"'1000698603484', '100069860348', '1000698603', '+915648047845', '5648047845'",https://www.google.com/maps/place/JC+Ventures/data=!4m7!3m6!1s0x3962fd333e81b60f:0xfe868fd5bcdaafeb!8m2!3d22.7457233!4d75.8932042!16s%2Fg%2F11ghlwwn6l!19sChIJD7aBPjP9YjkR66_avNWPhv4?authuser=0&hl=en&rclk=1,https://jcventures.in/,'info@jcventures.in','https://www.instagram.com/jcventuresindia/',"'https://www.facebook.com/p/', 'https://www.facebook.com/p/JC-Ventures-100069860348409/'",,"'https://www.linkedin.com/company/jcventure/', 'https://www.linkedin.com/company/jcventure/?originalSubdomain=my'",,Closed⋅ Opens 10 am Mon,"7th Floor, 714-716, Princess Business Skypark, PU-3 Commercial, AB Rd, Scheme No 54, Indore, Madhya Pradesh 452010",42.0,nan,3.9,Friday10 am–6:30 pmSaturdayClosedSundayClosedMonday10 am–6:30 pmTuesday10 am–6:30 pmWednesday10 am–6:30 pmThursday10 am–6:30 pmSuggest new hours,Other
41,Software company,WeStack Solutions LLP,0731 485 9799,,https://westack.ai/,https://westack.ai/,,,,,,,Closed⋅ Opens 10 am Sat,"210, The Zodiac Mall, Sampat Farms, Scheme No 140, Indore, Madhya Pradesh 452016",5.0,nan,5.0,Friday10 am–7 pmSaturday10 am–7 pmSunday10 am–7 pmMonday10 am–7 pmTuesday10 am–7 pmWednesday10 am–7 pmThursday10 am–7 pmSuggest new hours,Other
42,Software company,Tag X,091319 20438,"'3237223778', '323722377835', '24162237312', '3237223778353', '2416223731'",https://www.tagxdata.com/,https://www.tagxdata.com/,,'https://www.instagram.com/tagxdata','https://www.facebook.com/TagXIndia/',,"'http://linkedin.com/company/tagx/', 'https://www.linkedin.com/company/tagx/'",,Closed⋅ Opens 9 am Sat,"840, Hare Krishna Vihar, Nipania, Indore, Madhya Pradesh 452010",48.0,nan,4.3,Friday9 am–7 pmSaturday9 am–7 pmSundayClosedMonday9 am–7 pmTuesday9 am–7 pmWednesday9 am–7 pmThursday9 am–7 pmSuggest new hours,Other
43,Software company,ClumpCoder,094798 40841,"'5764705882', '941176470588', '09450980392', '1712397559', '05764705882', '9450980392', '03137254901', '08313725490', '313725490196', '9411764705', '9479840841', '8313725490', '09411764705', '945098039215', '831372549019', '+919479840841', '3137254901', '171239755952', '1712397559523', '576470588235'",https://clumpcoder.com/Contact/,https://clumpcoder.com/,,,,,'https://www.linkedin.com/company/clumpcoder/','https://twitter.com/ClumpCoder',Closes soon⋅ 7:30 pm ⋅ Opens 10 am Sat,"President Tower, Madhumilan Square, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001",1.0,nan,5.0,Friday10 am–7:30 pmSaturday10 am–7:30 pmSundayClosedMonday10 am–7:30 pmTuesday10 am–7:30 pmWednesday10 am–7:30 pmThursday10 am–7:30 pmSuggest new hours,Other
44,Software company,Whizoid Studio LLP,089621 77924,"'918962177924', '2534643618', '333333333333', '1000000000000', '83333333333', '9189621779', '52631578947', '1000000000', '3333333333', '000000000000', '263157894736', '32534643618', '2631578947', '4643618896'",https://www.google.com/maps/place/Whizoid+Studio+LLP/data=!4m7!3m6!1s0x3962fd91101fa0eb:0xdd191c7878763cfe!8m2!3d22.7032541!4d75.832185!16s%2Fg%2F11sf7_9pjz!19sChIJ66AfEJH9YjkR_jx2eHgcGd0?authuser=0&hl=en&rclk=1,https://whizoid.com/,'hello@whizoid.com','https://www.instagram.com/whizoidstudio/',,"'https://www.youtube.com/c/', 'https://www.youtube.com/c/WhizoidStudio'",'https://www.linkedin.com/company/whizoidstudio/','https://twitter.com/whizoidstudio',Closed⋅ Opens 10 am Sat,"669, Sector B, Sector D, Gumasta Nagar, Scheme 71, Indore, Madhya Pradesh 452009",20.0,nan,5.0,Friday10 am–7 pmSaturday10 am–7 pmSundayClosedMonday10 am–7 pmTuesday10 am–7 pmWednesday10 am–7 pmThursday10 am–7 pmSuggest new hours,Other
45,Software company,Webllisto,095898 49623,"'+919589849623', '+14083814147', '9589849623', '4083814147', '1000003423'",https://www.google.com/maps/place/Webllisto/data=!4m7!3m6!1s0x3962fd5d9b59644d:0xce0a63c54471d620!8m2!3d22.7450533!4d75.8923633!16s%2Fg%2F11fct4n7yh!19sChIJTWRZm139YjkRINZxRMVjCs4?authuser=0&hl=en&rclk=1,https://www.webllisto.com/,"'hr@webllisto.com', 'sales@webllisto.com'",'https://www.instagram.com/webllisto/','https://www.facebook.com/webllisto',,,,Closes soon⋅ 7:30 pm ⋅ Opens 10:30 am Mon,"801, Airen Heights, Behind Pakiza Mall, Vijay Nagar, Scheme No 54, Indore, Madhya Pradesh 452001",61.0,https://webllisto.com/contact/,4.7,Friday10:30 am–7:30 pmSaturdayClosedSundayClosedMonday10:30 am–7:30 pmTuesday10:30 am–7:30 pmWednesday10:30 am–7:30 pmThursday10:30 am–7:30 pmSuggest new hours,Other
46,Software company,CloudRaft,nan,"'28527485474', '1741928508', '1740478732', '1719861128', '1719864017', '1719863953', '1720376895', '1720376857', '1718691862', '1720387532', '1710944213', '1742633304', '1720387526', '8527485474', '1727947675', '1720387529', '2222243933', '1720732306', '1719864177', '1714768168', '1733747899', '1720387527', '1719860485', '1680898279', '1720387530', '6666666666', '666666666666', '1737106726', '1720388204', '1723205417', '1720183063', '1725962731', '1720182891', '1720183133', '1742632365', '1720387528'",https://www.cloudraft.io/Contact,https://www.cloudraft.io/,,,,,'https://www.linkedin.com/company/cloudraft',,Closed⋅ Opens 9 am Mon,"39a, Krishi Vihar Colony Rd, near Tilak Nagar, Vaibhav Nagar, Krishi Vihar Colony, Indore, Madhya Pradesh 452018",2.0,nan,5.0,Friday9 am–5 pmSaturdayClosedSundayClosedMonday9 am–5 pmTuesday9 am–5 pmWednesday9 am–5 pmThursday9 am–5 pmSuggest new hours,Other
47,Software company,Digiprima Technologies | Custom Software Development Company,nan,"'612527887493', '9039928143', '9999999999999', '999999999999', '662960727773', '919755570042', '9197555700', '9999999999', '0949997998082', '+13479739732', '6266163663', '6125278874', '094999799808', '8185998289', '+916266163663', '+919039928143', '3479739732', '6629607277736', '6629607277', '6125278874934', '0949997998', '+919755570042', '9755570042'",https://www.google.com/maps/place/Digiprima+Technologies+%7C+Custom+Software+Development+Company/data=!4m7!3m6!1s0x3962fd0671fe43ab:0x5a053d4150ac5792!8m2!3d22.7480079!4d75.8900752!16s%2Fg%2F11hyzwc8fx!19sChIJq0P-cQb9YjkRklesUEE9BVo?authuser=0&hl=en&rclk=1,https://www.digiprima.com/,'inquiry@digiprima.com','https://www.instagram.com/digiprima/','https://www.facebook.com/DigiprimaTech',"'https://www.youtube.com/watch', 'https://www.youtube.com/channel/UCyK3Cqt8uTDs3DEzN-h-ueA', 'https://www.youtube.com/channel/UCyK3Cqt8uTDs3DEzN-h-ueA?sub_confirmation=1~', 'https://www.youtube.com/watch?v=PSm52qAXMRU'",'https://www.linkedin.com/company/digiprima-technologies/','https://twitter.com/digiprimatech',Open 24 hours,"110, Om Gurudev Plaza, near Sayaji Hotel, Indore, Madhya Pradesh 452010",55.0,https://www.digiprima.com/contact,4.8,FridayOpen 24 hoursSaturdayOpen 24 hoursSundayOpen 24 hoursMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursSuggest new hours,Software
48,Software company,Bettoblock,nan,"'1710076906', '+15155067518', '1740138693', '1743148655', '0221710076', '5155067518', '1740141574', '1740138695', '1740138694', '1740138692', '20221710076'",https://www.google.com/maps/place/Bettoblock/data=!4m7!3m6!1s0x3962fd33af90741d:0x7327d6bd9c224bda!8m2!3d22.7216208!4d75.8789106!16s%2Fg%2F11w4fyj35y!19sChIJHXSQrzP9YjkR2ksinL3WJ3M?authuser=0&hl=en&rclk=1,https://bettoblock.com/,"'Price-savvy-Development@2x-1.webp', 'inquiry@bettoblock.com', 'yourname@example.com'",'https://www.instagram.com/bettoblockofficial/','https://www.facebook.com/Bettoblock.1','https://www.youtube.com/embed/','https://www.linkedin.com/company/betto-block/','https://twitter.com/betto_block',Closes soon⋅ 8 pm ⋅ Opens 11 am Sat,"Bettoblock Pvt. Ltd United spaces 10/C, Mahatma Gandhi Road, Mall, Near Treasure Island, New Palasia, Indore, Madhya Pradesh 452001",10.0,nan,4.9,Friday11 am–8 pmSaturday11 am–8 pmSundayClosedMonday10 am–8 pmTuesday11 am–8 pmWednesday11 am–8 pmThursday11 am–8 pmSuggest new hours,Other
49,Software company,Start Algo,098215 12513,,https://www.startalgo.com//Contact/,http://startalgo.com/,,,,,,,Open⋅ Closes 6:30 am Sat,"26 A, Sector A, Chandra Nagar, Indore, Madhya Pradesh 452001",1025.0,nan,3.9,Friday9 am–12 amSaturday12–6:30 am9 am–6:30 pmSundayClosedMonday9 am–6:30 pmTuesday9 am–6:30 pmWednesday9 am–6:30 pmThursday9 am–6:30 pmSuggest new hours,Other
50,Software company,Parkhya Solutions Pvt. Ltd.,nan,"'1703568992', '1703569019', '1702635334', '+919425350689', '1705298384', '1702637228', '1702633597', '1702637341', '1702637400', '7314258093', '1703569133', '1702443297', '1705298433', '9425350689', '+917314258093', '1703486729', '1702633268', '1703569185', '1703569151', '1703569115', '1703066068', '1702637374', '1705298335', '1703569170', '+919589706590', '1703568891', '1702637276', '1703569093', '1702637451', '1702635073', '1702636035', '1702635173', '1702637084', '1705497987', '1703568960', '9589706590', '1703569048', '1703569066'",https://www.google.com/maps/place/Parkhya+Solutions+Pvt.+Ltd./data=!4m7!3m6!1s0x3962fd7221978859:0xf7a3ac341920f06f!8m2!3d22.7295635!4d75.863581!16s%2Fg%2F11b63ff010!19sChIJWYiXIXL9YjkRb_AgGTSso_c?authuser=0&hl=en&rclk=1,http://www.parkhya.com/,'mail@parkhya.com','https://www.instagram.com/parkhyasolutions/','https://www.facebook.com/ParkhyaSolution/','https://www.youtube.com/channel/UCZCb37xFWD9GEK7KpujYkZg','https://www.linkedin.com/company/parkhya-solutions','https://twitter.com/Parkhyasol',Closed⋅ Opens 10 am Mon,"121, Devi Ahilya Marg, Sahakar Nagar, Snehlataganj, Indore, Madhya Pradesh 452003",144.0,nan,4.3,Friday9:30 am–7 pmSaturdayClosedSundayClosedMonday10 am–7 pmTuesday9:30 am–7 pmWednesday9:30 am–7 pmThursday9:30 am–7 pmSuggest new hours,Other
51,Software company,7Seers.ai - AI Powered Skill Gap Analysis and Teaching Assistant,089629 94702,"'9189629947', '761905670166', '7619056701', '1734673624', '1732256572', '1321314535', '1321314607', '1321314506', '918962994702', '1321314605', '7173467352', '1734673585', '1321314501', '8526306956', '1734673527', '71734673527', '1321314590', '1321314602', '1734673707', '1743680556', '6642800614', '1321314608', '207619056701', '66428006144', '1734673483', '2151038322'",https://7seers.ai//Contact/,https://7seers.ai/,,,'https://www.facebook.com/7seers/','https://www.youtube.com/channel/UCHCrLBdkbGpn_Be-Qfn8NnA','https://www.linkedin.com/company/7seers/',,Closed⋅ Opens 10 am Mon,"4th Floor, Crystal IT Park, STP-1, Indrapuri Colony, Bhanwar Kuwa, Indore, Madhya Pradesh 452001",0.0,nan,nan,Friday10 am–7 pmSaturdayClosedSundayClosedMonday10 am–7 pmTuesday10 am–7 pmWednesday10 am–7 pmThursday10 am–7 pmSuggest new hours,AI/ML
52,Software company,Emorphis Technologies,0731 408 9351,"'807240796350', '+14084097548', '1704801683', '+14084092024', '4084092024', '8072407963', '4084097548', '8072407963500', '111716542430', '1117165424'",https://www.google.com/maps/place/Emorphis+Technologies/data=!4m7!3m6!1s0x3962fd148ac85847:0xce8520c02bf064b3!8m2!3d22.7524117!4d75.8651345!16s%2Fg%2F1tfb4zmw!19sChIJR1jIihT9YjkRs2TwK8Aghc4?authuser=0&hl=en&rclk=1,https://www.emorphis.com/,'sales@emorphis.com','https://www.instagram.com/emorphistechnologies/',"'https://www.facebook.com/tr', 'https://www.facebook.com/EmorphisTechnologies/'",,'https://www.linkedin.com/company/emorphis-technology-solutions/','https://twitter.com/EmorphisTech',Open 24 hours,"304, 2nd Floor, 142 A, Electronic Complex, Pardesipura, Indore, Madhya Pradesh 452010",61.0,nan,4.2,FridayOpen 24 hoursSaturdayOpen 24 hoursSundayClosedMondayOpen 24 hoursTuesdayOpen 24 hoursWednesdayOpen 24 hoursThursdayOpen 24 hoursSuggest new hours,Other
53,Electronics Company,Pi Tech India,094240 29335,,https://www.google.com/maps/place/Pi+Tech+India/data=!4m7!3m6!1s0x3962fd3e7584a95b:0x69beaacbceac43b4!8m2!3d22.6886546!4d75.8628136!16s%2Fg%2F11fq8qn3d7!19sChIJW6mEdT79YjkRtEOszsuqvmk?authuser=0&hl=en&rclk=1,nan,,,,,,,Open⋅ Closes 10 pm,"Piplayarao Saraswati Complex, 104, 1st Floor, AB Rd, near Deendayal Upadhyay Garden, Bhawarkua, Vishnu Puri Colony, Indore, Madhya Pradesh 452001",117.0,nan,4.9,Friday9 am–10 pmSaturday9 am–10 pmSunday10 am–8 pmMonday9 am–10 pmTuesday9 am–10 pmWednesday9 am–10 pmThursday9 am–10 pmSuggest new hours,Other
54,Software Training Institute,Bignalytics,093992 00960,"'23333333333', '333333333333', '9193992009', '1742812897', '1673525866', '107832357501', '919399200960', '16666666666', '1078323575012', '+919399200960', '1078323575', '13333333333', '6666666666', '3333333333', '666666666666', '2093992009', '1705307159', '209399200960', '9399200960', '26666666666'",https://www.google.com/maps/place/Bignalytics/data=!4m7!3m6!1s0x3962fdaa15056a57:0xa8c28f12ae369cb9!8m2!3d22.691927!4d75.866167!16s%2Fg%2F11lszqn9xv!19sChIJV2oFFar9YjkRuZw2rhKPwqg?authuser=0&hl=en&rclk=1,https://bignalytics.in/,"'contact@bignalytics.in', 'Asset-5@2x.png'",'https://instagram.com/bignalytics/',"'https://www.facebook.com/Bignalytics', 'https://www.facebook.com/Bignalytics-107832357501290/'",,"'https://www.linkedin.com/company/bignalytics-it-solutions/', 'https://www.linkedin.com/company/bignalytics-it-solutions/about/?viewAsMember=true'",,Closes soon⋅ 8 pm ⋅ Opens 11 am Sat,"Pearl Business Park, 3, Bhawarkua Main Rd, above Ramesh Dosa, near Vishnupuri i bus stop, Vishnu Puri Colony, Indore, Madhya Pradesh 452001",167.0,nan,4.9,Friday11 am–8 pmSaturday11 am–8 pmSundayClosedMonday11 am–8 pmTuesday11 am–8 pmWednesday11 am–8 pmThursday11 am–8 pmSuggest new hours,Other
